country,date,sector,value,timestamp
Germany,12-03-2019,Domestic Aviation,0.00659736,1552348800
Germany,12-03-2019,International Aviation,0.0687369,1552348800
India,12-03-2019,Domestic Aviation,0.0180997,1552348800
India,12-03-2019,International Aviation,0.0310156,1552348800
Italy,12-03-2019,Domestic Aviation,0.00437424,1552348800
Italy,12-03-2019,International Aviation,0.0299803,1552348800
Japan,12-03-2019,Domestic Aviation,0.0242072,1552348800
Japan,12-03-2019,International Aviation,0.0507239,1552348800
ROW,12-03-2019,Domestic Aviation,0.186032,1552348800
ROW,12-03-2019,International Aviation,0.715439,1552348800
Russia,12-03-2019,Domestic Aviation,0.0353891,1552348800
Russia,12-03-2019,International Aviation,0.0295548,1552348800
Spain,12-03-2019,Domestic Aviation,0.0137526,1552348800
Spain,12-03-2019,International Aviation,0.0493814,1552348800
United Kingdom,12-03-2019,Domestic Aviation,0.00675494,1552348800
United Kingdom,12-03-2019,International Aviation,0.0846913,1552348800
United States,12-03-2019,Domestic Aviation,0.481046,1552348800
United States,12-03-2019,International Aviation,0.203022,1552348800
WORLD,12-03-2019,Domestic Aviation,0.981952,1552348800
WORLD,12-03-2019,International Aviation,1.54722,1552348800
Brazil,13-03-2019,Domestic Aviation,0.0292805,1552435200
Brazil,13-03-2019,International Aviation,0.0174407,1552435200
China,13-03-2019,Domestic Aviation,0.164337,1552435200
China,13-03-2019,International Aviation,0.0810388,1552435200
EU27 & UK,13-03-2019,Domestic Aviation,0.0450788,1552435200
EU27 & UK,13-03-2019,International Aviation,0.415587,1552435200
France,13-03-2019,Domestic Aviation,0.00662641,1552435200
France,13-03-2019,International Aviation,0.0442889,1552435200
Germany,13-03-2019,Domestic Aviation,0.0065618,1552435200
Germany,13-03-2019,International Aviation,0.0685982,1552435200
India,13-03-2019,Domestic Aviation,0.0191904,1552435200
India,13-03-2019,International Aviation,0.0333444,1552435200
Italy,13-03-2019,Domestic Aviation,0.00449768,1552435200
Italy,13-03-2019,International Aviation,0.0321003,1552435200
Japan,13-03-2019,Domestic Aviation,0.0244042,1552435200
Japan,13-03-2019,International Aviation,0.0526495,1552435200
ROW,13-03-2019,Domestic Aviation,0.187315,1552435200
ROW,13-03-2019,International Aviation,0.722759,1552435200
Russia,13-03-2019,Domestic Aviation,0.0360049,1552435200
Russia,13-03-2019,International Aviation,0.0299802,1552435200
Spain,13-03-2019,Domestic Aviation,0.0140166,1552435200
Spain,13-03-2019,International Aviation,0.0494482,1552435200
United Kingdom,13-03-2019,Domestic Aviation,0.00684475,1552435200
United Kingdom,13-03-2019,International Aviation,0.0812197,1552435200
United States,13-03-2019,Domestic Aviation,0.471956,1552435200
United States,13-03-2019,International Aviation,0.193391,1552435200
WORLD,13-03-2019,Domestic Aviation,0.977567,1552435200
WORLD,13-03-2019,International Aviation,1.54619,1552435200
Brazil,14-03-2019,Domestic Aviation,0.0287177,1552521600
Brazil,14-03-2019,International Aviation,0.0182345,1552521600
China,14-03-2019,Domestic Aviation,0.166018,1552521600
China,14-03-2019,International Aviation,0.0829998,1552521600
EU27 & UK,14-03-2019,Domestic Aviation,0.0469158,1552521600
EU27 & UK,14-03-2019,International Aviation,0.434375,1552521600
France,14-03-2019,Domestic Aviation,0.00681345,1552521600
France,14-03-2019,International Aviation,0.0482426,1552521600
Germany,14-03-2019,Domestic Aviation,0.00666527,1552521600
Germany,14-03-2019,International Aviation,0.0709891,1552521600
India,14-03-2019,Domestic Aviation,0.0179448,1552521600
India,14-03-2019,International Aviation,0.0317801,1552521600
Italy,14-03-2019,Domestic Aviation,0.00459519,1552521600
Italy,14-03-2019,International Aviation,0.0318537,1552521600
Japan,14-03-2019,Domestic Aviation,0.0241558,1552521600
Japan,14-03-2019,International Aviation,0.0528419,1552521600
ROW,14-03-2019,Domestic Aviation,0.188475,1552521600
ROW,14-03-2019,International Aviation,0.738454,1552521600
Russia,14-03-2019,Domestic Aviation,0.0370054,1552521600
Russia,14-03-2019,International Aviation,0.0312242,1552521600
Spain,14-03-2019,Domestic Aviation,0.0148472,1552521600
Spain,14-03-2019,International Aviation,0.0525157,1552521600
United Kingdom,14-03-2019,Domestic Aviation,0.00742562,1552521600
United Kingdom,14-03-2019,International Aviation,0.0853155,1552521600
United States,14-03-2019,Domestic Aviation,0.477598,1552521600
United States,14-03-2019,International Aviation,0.204155,1552521600
WORLD,14-03-2019,Domestic Aviation,0.986831,1552521600
WORLD,14-03-2019,International Aviation,1.59406,1552521600
Brazil,15-03-2019,Domestic Aviation,0.0301611,1552608000
Brazil,15-03-2019,International Aviation,0.0178224,1552608000
China,15-03-2019,Domestic Aviation,0.166675,1552608000
China,15-03-2019,International Aviation,0.0832358,1552608000
EU27 & UK,15-03-2019,Domestic Aviation,0.0494503,1552608000
EU27 & UK,15-03-2019,International Aviation,0.46702,1552608000
France,15-03-2019,Domestic Aviation,0.00709957,1552608000
France,15-03-2019,International Aviation,0.0519999,1552608000
Germany,15-03-2019,Domestic Aviation,0.00680001,1552608000
Germany,15-03-2019,International Aviation,0.075279,1552608000
India,15-03-2019,Domestic Aviation,0.019205,1552608000
India,15-03-2019,International Aviation,0.034058,1552608000
Italy,15-03-2019,Domestic Aviation,0.00521511,1552608000
Italy,15-03-2019,International Aviation,0.0353238,1552608000
Japan,15-03-2019,Domestic Aviation,0.0244691,1552608000
Japan,15-03-2019,International Aviation,0.0530658,1552608000
ROW,15-03-2019,Domestic Aviation,0.187149,1552608000
ROW,15-03-2019,International Aviation,0.759358,1552608000
Russia,15-03-2019,Domestic Aviation,0.0395116,1552608000
Russia,15-03-2019,International Aviation,0.0307941,1552608000
Spain,15-03-2019,Domestic Aviation,0.0160494,1552608000
Spain,15-03-2019,International Aviation,0.0549174,1552608000
United Kingdom,15-03-2019,Domestic Aviation,0.00743492,1552608000
United Kingdom,15-03-2019,International Aviation,0.0908358,1552608000
United States,15-03-2019,Domestic Aviation,0.50792,1552608000
United States,15-03-2019,International Aviation,0.212634,1552608000
WORLD,15-03-2019,Domestic Aviation,1.02454,1552608000
WORLD,15-03-2019,International Aviation,1.65799,1552608000
Brazil,16-03-2019,Domestic Aviation,0.0275942,1552694400
Brazil,16-03-2019,International Aviation,0.0200152,1552694400
China,16-03-2019,Domestic Aviation,0.163818,1552694400
China,16-03-2019,International Aviation,0.0848784,1552694400
EU27 & UK,16-03-2019,Domestic Aviation,0.0318027,1552694400
EU27 & UK,16-03-2019,International Aviation,0.464221,1552694400
France,16-03-2019,Domestic Aviation,0.00396902,1552694400
France,16-03-2019,International Aviation,0.0520297,1552694400
Germany,16-03-2019,Domestic Aviation,0.00383882,1552694400
Germany,16-03-2019,International Aviation,0.0742257,1552694400
India,16-03-2019,Domestic Aviation,0.0178319,1552694400
India,16-03-2019,International Aviation,0.0336519,1552694400
Italy,16-03-2019,Domestic Aviation,0.00376754,1552694400
Italy,16-03-2019,International Aviation,0.033649,1552694400
Japan,16-03-2019,Domestic Aviation,0.024925,1552694400
Japan,16-03-2019,International Aviation,0.052764,1552694400
ROW,16-03-2019,Domestic Aviation,0.163442,1552694400
ROW,16-03-2019,International Aviation,0.788034,1552694400
Russia,16-03-2019,Domestic Aviation,0.0362725,1552694400
Russia,16-03-2019,International Aviation,0.0319809,1552694400
Spain,16-03-2019,Domestic Aviation,0.0135757,1552694400
Spain,16-03-2019,International Aviation,0.0662805,1552694400
United Kingdom,16-03-2019,Domestic Aviation,0.00330625,1552694400
United Kingdom,16-03-2019,International Aviation,0.0900394,1552694400
United States,16-03-2019,Domestic Aviation,0.452736,1552694400
United States,16-03-2019,International Aviation,0.219815,1552694400
WORLD,16-03-2019,Domestic Aviation,0.918421,1552694400
WORLD,16-03-2019,International Aviation,1.69536,1552694400
Brazil,17-03-2019,Domestic Aviation,0.0232755,1552780800
Brazil,17-03-2019,International Aviation,0.0183738,1552780800
China,17-03-2019,Domestic Aviation,0.162274,1552780800
China,17-03-2019,International Aviation,0.0838759,1552780800
EU27 & UK,17-03-2019,Domestic Aviation,0.0391496,1552780800
EU27 & UK,17-03-2019,International Aviation,0.468719,1552780800
France,17-03-2019,Domestic Aviation,0.0049979,1552780800
France,17-03-2019,International Aviation,0.0527037,1552780800
Germany,17-03-2019,Domestic Aviation,0.00447124,1552780800
Germany,17-03-2019,International Aviation,0.07319,1552780800
India,17-03-2019,Domestic Aviation,0.0186785,1552780800
India,17-03-2019,International Aviation,0.0336652,1552780800
Italy,17-03-2019,Domestic Aviation,0.00427926,1552780800
Italy,17-03-2019,International Aviation,0.0371094,1552780800
Japan,17-03-2019,Domestic Aviation,0.0248886,1552780800
Japan,17-03-2019,International Aviation,0.0535391,1552780800
ROW,17-03-2019,Domestic Aviation,0.172834,1552780800
ROW,17-03-2019,International Aviation,0.788201,1552780800
Russia,17-03-2019,Domestic Aviation,0.0364571,1552780800
Russia,17-03-2019,International Aviation,0.0319236,1552780800
Spain,17-03-2019,Domestic Aviation,0.0149118,1552780800
Spain,17-03-2019,International Aviation,0.0630485,1552780800
United Kingdom,17-03-2019,Domestic Aviation,0.00537171,1552780800
United Kingdom,17-03-2019,International Aviation,0.0898513,1552780800
United States,17-03-2019,Domestic Aviation,0.435478,1552780800
United States,17-03-2019,International Aviation,0.215687,1552780800
WORLD,17-03-2019,Domestic Aviation,0.913036,1552780800
WORLD,17-03-2019,International Aviation,1.69399,1552780800
Brazil,18-03-2019,Domestic Aviation,0.028442,1552867200
Brazil,18-03-2019,International Aviation,0.0181363,1552867200
China,18-03-2019,Domestic Aviation,0.162146,1552867200
China,18-03-2019,International Aviation,0.0789018,1552867200
EU27 & UK,18-03-2019,Domestic Aviation,0.0468929,1552867200
EU27 & UK,18-03-2019,International Aviation,0.449245,1552867200
France,18-03-2019,Domestic Aviation,0.00664516,1552867200
France,18-03-2019,International Aviation,0.0481451,1552867200
Germany,18-03-2019,Domestic Aviation,0.00678543,1552867200
Germany,18-03-2019,International Aviation,0.0706873,1552867200
India,18-03-2019,Domestic Aviation,0.0189546,1552867200
India,18-03-2019,International Aviation,0.0303369,1552867200
Italy,18-03-2019,Domestic Aviation,0.00487304,1552867200
Italy,18-03-2019,International Aviation,0.0339849,1552867200
Japan,18-03-2019,Domestic Aviation,0.0244449,1552867200
Japan,18-03-2019,International Aviation,0.0506573,1552867200
ROW,18-03-2019,Domestic Aviation,0.188851,1552867200
ROW,18-03-2019,International Aviation,0.749182,1552867200
Russia,18-03-2019,Domestic Aviation,0.0378432,1552867200
Russia,18-03-2019,International Aviation,0.0284915,1552867200
Spain,18-03-2019,Domestic Aviation,0.0149327,1552867200
Spain,18-03-2019,International Aviation,0.0536742,1552867200
United Kingdom,18-03-2019,Domestic Aviation,0.00728381,1552867200
United Kingdom,18-03-2019,International Aviation,0.0909121,1552867200
United States,18-03-2019,Domestic Aviation,0.461371,1552867200
United States,18-03-2019,International Aviation,0.20962,1552867200
WORLD,18-03-2019,Domestic Aviation,0.968945,1552867200
WORLD,18-03-2019,International Aviation,1.61457,1552867200
Brazil,19-03-2019,Domestic Aviation,0.0283967,1552953600
Brazil,19-03-2019,International Aviation,0.0178168,1552953600
China,19-03-2019,Domestic Aviation,0.16293,1552953600
China,19-03-2019,International Aviation,0.0820484,1552953600
EU27 & UK,19-03-2019,Domestic Aviation,0.0442761,1552953600
EU27 & UK,19-03-2019,International Aviation,0.414725,1552953600
France,19-03-2019,Domestic Aviation,0.0060651,1552953600
France,19-03-2019,International Aviation,0.0433446,1552953600
Germany,19-03-2019,Domestic Aviation,0.00688077,1552953600
Germany,19-03-2019,International Aviation,0.0691245,1552953600
India,19-03-2019,Domestic Aviation,0.0176164,1552953600
India,19-03-2019,International Aviation,0.0305892,1552953600
Italy,19-03-2019,Domestic Aviation,0.00425811,1552953600
Italy,19-03-2019,International Aviation,0.0300963,1552953600
Japan,19-03-2019,Domestic Aviation,0.0244913,1552953600
Japan,19-03-2019,International Aviation,0.0512915,1552953600
ROW,19-03-2019,Domestic Aviation,0.18692,1552953600
ROW,19-03-2019,International Aviation,0.715031,1552953600
Russia,19-03-2019,Domestic Aviation,0.035181,1552953600
Russia,19-03-2019,International Aviation,0.0298169,1552953600
Spain,19-03-2019,Domestic Aviation,0.0136869,1552953600
Spain,19-03-2019,International Aviation,0.0490057,1552953600
United Kingdom,19-03-2019,Domestic Aviation,0.00700889,1552953600
United Kingdom,19-03-2019,International Aviation,0.084419,1552953600
United States,19-03-2019,Domestic Aviation,0.479128,1552953600
United States,19-03-2019,International Aviation,0.201675,1552953600
WORLD,19-03-2019,Domestic Aviation,0.978939,1552953600
WORLD,19-03-2019,International Aviation,1.54299,1552953600
Brazil,20-03-2019,Domestic Aviation,0.0287464,1553040000
Brazil,20-03-2019,International Aviation,0.0159928,1553040000
China,20-03-2019,Domestic Aviation,0.163467,1553040000
China,20-03-2019,International Aviation,0.0826681,1553040000
EU27 & UK,20-03-2019,Domestic Aviation,0.0464832,1553040000
EU27 & UK,20-03-2019,International Aviation,0.418367,1553040000
France,20-03-2019,Domestic Aviation,0.0068784,1553040000
France,20-03-2019,International Aviation,0.0435199,1553040000
Germany,20-03-2019,Domestic Aviation,0.00712272,1553040000
Germany,20-03-2019,International Aviation,0.0700083,1553040000
India,20-03-2019,Domestic Aviation,0.0192055,1553040000
India,20-03-2019,International Aviation,0.0324378,1553040000
Italy,20-03-2019,Domestic Aviation,0.0047001,1553040000
Italy,20-03-2019,International Aviation,0.0321705,1553040000
Japan,20-03-2019,Domestic Aviation,0.024377,1553040000
Japan,20-03-2019,International Aviation,0.0530863,1553040000
ROW,20-03-2019,Domestic Aviation,0.187302,1553040000
ROW,20-03-2019,International Aviation,0.733738,1553040000
Russia,20-03-2019,Domestic Aviation,0.0368448,1553040000
Russia,20-03-2019,International Aviation,0.0296813,1553040000
Spain,20-03-2019,Domestic Aviation,0.0140789,1553040000
Spain,20-03-2019,International Aviation,0.049743,1553040000
United Kingdom,20-03-2019,Domestic Aviation,0.00687099,1553040000
United Kingdom,20-03-2019,International Aviation,0.0799046,1553040000
United States,20-03-2019,Domestic Aviation,0.488332,1553040000
United States,20-03-2019,International Aviation,0.197233,1553040000
WORLD,20-03-2019,Domestic Aviation,0.994757,1553040000
WORLD,20-03-2019,International Aviation,1.5632,1553040000
Brazil,21-03-2019,Domestic Aviation,0.0288122,1553126400
Brazil,21-03-2019,International Aviation,0.0185103,1553126400
China,21-03-2019,Domestic Aviation,0.162888,1553126400
China,21-03-2019,International Aviation,0.0833184,1553126400
EU27 & UK,21-03-2019,Domestic Aviation,0.0476789,1553126400
EU27 & UK,21-03-2019,International Aviation,0.435751,1553126400
France,21-03-2019,Domestic Aviation,0.00677942,1553126400
France,21-03-2019,International Aviation,0.0474866,1553126400
Germany,21-03-2019,Domestic Aviation,0.00719962,1553126400
Germany,21-03-2019,International Aviation,0.0707894,1553126400
India,21-03-2019,Domestic Aviation,0.0181737,1553126400
India,21-03-2019,International Aviation,0.0319084,1553126400
Italy,21-03-2019,Domestic Aviation,0.00479814,1553126400
Italy,21-03-2019,International Aviation,0.0322328,1553126400
Japan,21-03-2019,Domestic Aviation,0.0249013,1553126400
Japan,21-03-2019,International Aviation,0.0525021,1553126400
ROW,21-03-2019,Domestic Aviation,0.188822,1553126400
ROW,21-03-2019,International Aviation,0.743901,1553126400
