country,date,sector,value,timestamp
Germany,26-03-2021,Domestic Aviation,0.00256026,1616716800
Germany,26-03-2021,International Aviation,0.0346573,1616716800
India,26-03-2021,Domestic Aviation,0.0176345,1616716800
India,26-03-2021,International Aviation,0.0184163,1616716800
Italy,26-03-2021,Domestic Aviation,0.00220947,1616716800
Italy,26-03-2021,International Aviation,0.00891538,1616716800
Japan,26-03-2021,Domestic Aviation,0.018868,1616716800
Japan,26-03-2021,International Aviation,0.0246345,1616716800
ROW,26-03-2021,Domestic Aviation,0.145433,1616716800
ROW,26-03-2021,International Aviation,0.342879,1616716800
Russia,26-03-2021,Domestic Aviation,0.0409467,1616716800
Russia,26-03-2021,International Aviation,0.0137018,1616716800
Spain,26-03-2021,Domestic Aviation,0.00997704,1616716800
Spain,26-03-2021,International Aviation,0.0170081,1616716800
United Kingdom,26-03-2021,Domestic Aviation,0.00205167,1616716800
United Kingdom,26-03-2021,International Aviation,0.0244474,1616716800
United States,26-03-2021,Domestic Aviation,0.458408,1616716800
United States,26-03-2021,International Aviation,0.139569,1616716800
WORLD,26-03-2021,Domestic Aviation,0.921598,1616716800
WORLD,26-03-2021,International Aviation,0.74864,1616716800
Brazil,27-03-2021,Domestic Aviation,0.0144127,1616803200
Brazil,27-03-2021,International Aviation,0.00731277,1616803200
China,27-03-2021,Domestic Aviation,0.196641,1616803200
China,27-03-2021,International Aviation,0.0290101,1616803200
EU27 & UK,27-03-2021,Domestic Aviation,0.0137931,1616803200
EU27 & UK,27-03-2021,International Aviation,0.169696,1616803200
France,27-03-2021,Domestic Aviation,0.00157152,1616803200
France,27-03-2021,International Aviation,0.0213948,1616803200
Germany,27-03-2021,Domestic Aviation,0.00097859,1616803200
Germany,27-03-2021,International Aviation,0.0373579,1616803200
India,27-03-2021,Domestic Aviation,0.0168746,1616803200
India,27-03-2021,International Aviation,0.0162944,1616803200
Italy,27-03-2021,Domestic Aviation,0.00111333,1616803200
Italy,27-03-2021,International Aviation,0.008934,1616803200
Japan,27-03-2021,Domestic Aviation,0.0184923,1616803200
Japan,27-03-2021,International Aviation,0.0264351,1616803200
ROW,27-03-2021,Domestic Aviation,0.119877,1616803200
ROW,27-03-2021,International Aviation,0.356784,1616803200
Russia,27-03-2021,Domestic Aviation,0.0396267,1616803200
Russia,27-03-2021,International Aviation,0.0146309,1616803200
Spain,27-03-2021,Domestic Aviation,0.00833861,1616803200
Spain,27-03-2021,International Aviation,0.0228496,1616803200
United Kingdom,27-03-2021,Domestic Aviation,0.00101162,1616803200
United Kingdom,27-03-2021,International Aviation,0.0236162,1616803200
United States,27-03-2021,Domestic Aviation,0.425295,1616803200
United States,27-03-2021,International Aviation,0.146922,1616803200
WORLD,27-03-2021,Domestic Aviation,0.845011,1616803200
WORLD,27-03-2021,International Aviation,0.767086,1616803200
Brazil,28-03-2021,Domestic Aviation,0.0108014,1616889600
Brazil,28-03-2021,International Aviation,0.0058463,1616889600
China,28-03-2021,Domestic Aviation,0.20611,1616889600
China,28-03-2021,International Aviation,0.0303357,1616889600
EU27 & UK,28-03-2021,Domestic Aviation,0.0187617,1616889600
EU27 & UK,28-03-2021,International Aviation,0.164932,1616889600
France,28-03-2021,Domestic Aviation,0.00276045,1616889600
France,28-03-2021,International Aviation,0.0203282,1616889600
Germany,28-03-2021,Domestic Aviation,0.0015201,1616889600
Germany,28-03-2021,International Aviation,0.0326768,1616889600
India,28-03-2021,Domestic Aviation,0.015811,1616889600
India,28-03-2021,International Aviation,0.0184956,1616889600
Italy,28-03-2021,Domestic Aviation,0.00226042,1616889600
Italy,28-03-2021,International Aviation,0.0103142,1616889600
Japan,28-03-2021,Domestic Aviation,0.0193033,1616889600
Japan,28-03-2021,International Aviation,0.0228891,1616889600
ROW,28-03-2021,Domestic Aviation,0.131205,1616889600
ROW,28-03-2021,International Aviation,0.348301,1616889600
Russia,28-03-2021,Domestic Aviation,0.0410339,1616889600
Russia,28-03-2021,International Aviation,0.0143968,1616889600
Spain,28-03-2021,Domestic Aviation,0.00845478,1616889600
Spain,28-03-2021,International Aviation,0.0201144,1616889600
United Kingdom,28-03-2021,Domestic Aviation,0.00114688,1616889600
United Kingdom,28-03-2021,International Aviation,0.0243033,1616889600
United States,28-03-2021,Domestic Aviation,0.398989,1616889600
United States,28-03-2021,International Aviation,0.136532,1616889600
WORLD,28-03-2021,Domestic Aviation,0.842016,1616889600
WORLD,28-03-2021,International Aviation,0.741728,1616889600
Brazil,29-03-2021,Domestic Aviation,0.0141612,1616976000
Brazil,29-03-2021,International Aviation,0.00692271,1616976000
China,29-03-2021,Domestic Aviation,0.205911,1616976000
China,29-03-2021,International Aviation,0.0236946,1616976000
EU27 & UK,29-03-2021,Domestic Aviation,0.0212564,1616976000
EU27 & UK,29-03-2021,International Aviation,0.15226,1616976000
France,29-03-2021,Domestic Aviation,0.00377699,1616976000
France,29-03-2021,International Aviation,0.0186499,1616976000
Germany,29-03-2021,Domestic Aviation,0.00209778,1616976000
Germany,29-03-2021,International Aviation,0.0328568,1616976000
India,29-03-2021,Domestic Aviation,0.0151327,1616976000
India,29-03-2021,International Aviation,0.0148209,1616976000
Italy,29-03-2021,Domestic Aviation,0.0023857,1616976000
Italy,29-03-2021,International Aviation,0.00865288,1616976000
Japan,29-03-2021,Domestic Aviation,0.0184964,1616976000
Japan,29-03-2021,International Aviation,0.0194666,1616976000
ROW,29-03-2021,Domestic Aviation,0.137304,1616976000
ROW,29-03-2021,International Aviation,0.299335,1616976000
Russia,29-03-2021,Domestic Aviation,0.0414329,1616976000
Russia,29-03-2021,International Aviation,0.0116484,1616976000
Spain,29-03-2021,Domestic Aviation,0.00743997,1616976000
Spain,29-03-2021,International Aviation,0.0138333,1616976000
United Kingdom,29-03-2021,Domestic Aviation,0.00213184,1616976000
United Kingdom,29-03-2021,International Aviation,0.0218553,1616976000
United States,29-03-2021,Domestic Aviation,0.402253,1616976000
United States,29-03-2021,International Aviation,0.139722,1616976000
WORLD,29-03-2021,Domestic Aviation,0.855948,1616976000
WORLD,29-03-2021,International Aviation,0.66787,1616976000
Brazil,30-03-2021,Domestic Aviation,0.0137057,1617062400
Brazil,30-03-2021,International Aviation,0.00689199,1617062400
China,30-03-2021,Domestic Aviation,0.2033,1617062400
China,30-03-2021,International Aviation,0.0290492,1617062400
EU27 & UK,30-03-2021,Domestic Aviation,0.0192577,1617062400
EU27 & UK,30-03-2021,International Aviation,0.132125,1617062400
France,30-03-2021,Domestic Aviation,0.00319155,1617062400
France,30-03-2021,International Aviation,0.0190426,1617062400
Germany,30-03-2021,Domestic Aviation,0.00287097,1617062400
Germany,30-03-2021,International Aviation,0.027469,1617062400
India,30-03-2021,Domestic Aviation,0.0157681,1617062400
India,30-03-2021,International Aviation,0.014114,1617062400
Italy,30-03-2021,Domestic Aviation,0.00180249,1617062400
Italy,30-03-2021,International Aviation,0.00696049,1617062400
Japan,30-03-2021,Domestic Aviation,0.0175572,1617062400
Japan,30-03-2021,International Aviation,0.0222416,1617062400
ROW,30-03-2021,Domestic Aviation,0.137918,1617062400
ROW,30-03-2021,International Aviation,0.30262,1617062400
Russia,30-03-2021,Domestic Aviation,0.041488,1617062400
Russia,30-03-2021,International Aviation,0.011847,1617062400
Spain,30-03-2021,Domestic Aviation,0.0067099,1617062400
Spain,30-03-2021,International Aviation,0.0129728,1617062400
United Kingdom,30-03-2021,Domestic Aviation,0.00196343,1617062400
United Kingdom,30-03-2021,International Aviation,0.0217984,1617062400
United States,30-03-2021,Domestic Aviation,0.409769,1617062400
United States,30-03-2021,International Aviation,0.123715,1617062400
WORLD,30-03-2021,Domestic Aviation,0.858764,1617062400
WORLD,30-03-2021,International Aviation,0.642603,1617062400
Brazil,31-03-2021,Domestic Aviation,0.0145508,1617148800
Brazil,31-03-2021,International Aviation,0.0067574,1617148800
China,31-03-2021,Domestic Aviation,0.201176,1617148800
China,31-03-2021,International Aviation,0.032075,1617148800
EU27 & UK,31-03-2021,Domestic Aviation,0.0232126,1617148800
EU27 & UK,31-03-2021,International Aviation,0.153185,1617148800
France,31-03-2021,Domestic Aviation,0.00361433,1617148800
France,31-03-2021,International Aviation,0.0180001,1617148800
Germany,31-03-2021,Domestic Aviation,0.0030362,1617148800
Germany,31-03-2021,International Aviation,0.0335236,1617148800
India,31-03-2021,Domestic Aviation,0.0167617,1617148800
India,31-03-2021,International Aviation,0.0171164,1617148800
Italy,31-03-2021,Domestic Aviation,0.00235585,1617148800
Italy,31-03-2021,International Aviation,0.00722198,1617148800
Japan,31-03-2021,Domestic Aviation,0.0178865,1617148800
Japan,31-03-2021,International Aviation,0.0240612,1617148800
ROW,31-03-2021,Domestic Aviation,0.142874,1617148800
ROW,31-03-2021,International Aviation,0.324093,1617148800
Russia,31-03-2021,Domestic Aviation,0.043931,1617148800
Russia,31-03-2021,International Aviation,0.0122908,1617148800
Spain,31-03-2021,Domestic Aviation,0.00884169,1617148800
Spain,31-03-2021,International Aviation,0.0150405,1617148800
United Kingdom,31-03-2021,Domestic Aviation,0.0021225,1617148800
United Kingdom,31-03-2021,International Aviation,0.0230527,1617148800
United States,31-03-2021,Domestic Aviation,0.4116,1617148800
United States,31-03-2021,International Aviation,0.128581,1617148800
WORLD,31-03-2021,Domestic Aviation,0.871993,1617148800
WORLD,31-03-2021,International Aviation,0.69816,1617148800
Brazil,01-04-2021,Domestic Aviation,0.0152908,1617235200
Brazil,01-04-2021,International Aviation,0.00651038,1617235200
China,01-04-2021,Domestic Aviation,0.198052,1617235200
China,01-04-2021,International Aviation,0.0296488,1617235200
EU27 & UK,01-04-2021,Domestic Aviation,0.0226191,1617235200
EU27 & UK,01-04-2021,International Aviation,0.165056,1617235200
France,01-04-2021,Domestic Aviation,0.00353531,1617235200
France,01-04-2021,International Aviation,0.0214019,1617235200
Germany,01-04-2021,Domestic Aviation,0.00226541,1617235200
Germany,01-04-2021,International Aviation,0.0347799,1617235200
India,01-04-2021,Domestic Aviation,0.0164272,1617235200
India,01-04-2021,International Aviation,0.0171712,1617235200
Italy,01-04-2021,Domestic Aviation,0.00283885,1617235200
Italy,01-04-2021,International Aviation,0.00931773,1617235200
Japan,01-04-2021,Domestic Aviation,0.0190319,1617235200
Japan,01-04-2021,International Aviation,0.0243621,1617235200
ROW,01-04-2021,Domestic Aviation,0.146244,1617235200
ROW,01-04-2021,International Aviation,0.338998,1617235200
Russia,01-04-2021,Domestic Aviation,0.0436233,1617235200
Russia,01-04-2021,International Aviation,0.0131893,1617235200
Spain,01-04-2021,Domestic Aviation,0.00739705,1617235200
Spain,01-04-2021,International Aviation,0.0172898,1617235200
United Kingdom,01-04-2021,Domestic Aviation,0.00240837,1617235200
United Kingdom,01-04-2021,International Aviation,0.0250944,1617235200
United States,01-04-2021,Domestic Aviation,0.459559,1617235200
United States,01-04-2021,International Aviation,0.143385,1617235200
WORLD,01-04-2021,Domestic Aviation,0.920847,1617235200
WORLD,01-04-2021,International Aviation,0.738321,1617235200
Brazil,02-04-2021,Domestic Aviation,0.0125058,1617321600
Brazil,02-04-2021,International Aviation,0.00613819,1617321600
China,02-04-2021,Domestic Aviation,0.210571,1617321600
China,02-04-2021,International Aviation,0.0331897,1617321600
EU27 & UK,02-04-2021,Domestic Aviation,0.0237788,1617321600
EU27 & UK,02-04-2021,International Aviation,0.173737,1617321600
France,02-04-2021,Domestic Aviation,0.00426628,1617321600
France,02-04-2021,International Aviation,0.0217112,1617321600
Germany,02-04-2021,Domestic Aviation,0.00150324,1617321600
Germany,02-04-2021,International Aviation,0.0363423,1617321600
India,02-04-2021,Domestic Aviation,0.0169101,1617321600
India,02-04-2021,International Aviation,0.0190065,1617321600
Italy,02-04-2021,Domestic Aviation,0.00352182,1617321600
Italy,02-04-2021,International Aviation,0.0103862,1617321600
Japan,02-04-2021,Domestic Aviation,0.0201435,1617321600
Japan,02-04-2021,International Aviation,0.0235499,1617321600
ROW,02-04-2021,Domestic Aviation,0.140813,1617321600
ROW,02-04-2021,International Aviation,0.343892,1617321600
Russia,02-04-2021,Domestic Aviation,0.0449827,1617321600
Russia,02-04-2021,International Aviation,0.015109,1617321600
Spain,02-04-2021,Domestic Aviation,0.00828358,1617321600
Spain,02-04-2021,International Aviation,0.0166773,1617321600
United Kingdom,02-04-2021,Domestic Aviation,0.00232364,1617321600
United Kingdom,02-04-2021,International Aviation,0.0239485,1617321600
United States,02-04-2021,Domestic Aviation,0.466855,1617321600
United States,02-04-2021,International Aviation,0.136317,1617321600
WORLD,02-04-2021,Domestic Aviation,0.936561,1617321600
WORLD,02-04-2021,International Aviation,0.750939,1617321600
Brazil,03-04-2021,Domestic Aviation,0.00890529,1617408000
Brazil,03-04-2021,International Aviation,0.00668607,1617408000
China,03-04-2021,Domestic Aviation,0.204038,1617408000
China,03-04-2021,International Aviation,0.0302624,1617408000
EU27 & UK,03-04-2021,Domestic Aviation,0.0163818,1617408000
EU27 & UK,03-04-2021,International Aviation,0.171311,1617408000
France,03-04-2021,Domestic Aviation,0.00205389,1617408000
France,03-04-2021,International Aviation,0.0222091,1617408000
Germany,03-04-2021,Domestic Aviation,0.00152281,1617408000
Germany,03-04-2021,International Aviation,0.0340569,1617408000
India,03-04-2021,Domestic Aviation,0.0164221,1617408000
India,03-04-2021,International Aviation,0.0169334,1617408000
Italy,03-04-2021,Domestic Aviation,0.00221739,1617408000
Italy,03-04-2021,International Aviation,0.00866581,1617408000
Japan,03-04-2021,Domestic Aviation,0.0198218,1617408000
Japan,03-04-2021,International Aviation,0.0241092,1617408000
ROW,03-04-2021,Domestic Aviation,0.118433,1617408000
ROW,03-04-2021,International Aviation,0.344775,1617408000
Russia,03-04-2021,Domestic Aviation,0.0443879,1617408000
Russia,03-04-2021,International Aviation,0.0141643,1617408000
Spain,03-04-2021,Domestic Aviation,0.00778743,1617408000
Spain,03-04-2021,International Aviation,0.0205055,1617408000
United Kingdom,03-04-2021,Domestic Aviation,0.00113299,1617408000
United Kingdom,03-04-2021,International Aviation,0.0240136,1617408000
United States,03-04-2021,Domestic Aviation,0.429921,1617408000
United States,03-04-2021,International Aviation,0.148506,1617408000
WORLD,03-04-2021,Domestic Aviation,0.858311,1617408000
WORLD,03-04-2021,International Aviation,0.756747,1617408000
Brazil,04-04-2021,Domestic Aviation,0.0110543,1617494400
Brazil,04-04-2021,International Aviation,0.00785482,1617494400
China,04-04-2021,Domestic Aviation,0.185706,1617494400
China,04-04-2021,International Aviation,0.0327949,1617494400
EU27 & UK,04-04-2021,Domestic Aviation,0.0184319,1617494400
EU27 & UK,04-04-2021,International Aviation,0.156487,1617494400
France,04-04-2021,Domestic Aviation,0.00225423,1617494400
France,04-04-2021,International Aviation,0.0203085,1617494400
Germany,04-04-2021,Domestic Aviation,0.00110062,1617494400
Germany,04-04-2021,International Aviation,0.0323173,1617494400
India,04-04-2021,Domestic Aviation,0.016362,1617494400
India,04-04-2021,International Aviation,0.0189192,1617494400
Italy,04-04-2021,Domestic Aviation,0.00194997,1617494400
Italy,04-04-2021,International Aviation,0.00855558,1617494400
Japan,04-04-2021,Domestic Aviation,0.0202125,1617494400
Japan,04-04-2021,International Aviation,0.0243333,1617494400
ROW,04-04-2021,Domestic Aviation,0.132575,1617494400
ROW,04-04-2021,International Aviation,0.345438,1617494400
Russia,04-04-2021,Domestic Aviation,0.0434832,1617494400
Russia,04-04-2021,International Aviation,0.0146106,1617494400
Spain,04-04-2021,Domestic Aviation,0.0101119,1617494400
Spain,04-04-2021,International Aviation,0.01825,1617494400
United Kingdom,04-04-2021,Domestic Aviation,0.00138894,1617494400
United Kingdom,04-04-2021,International Aviation,0.0211666,1617494400
United States,04-04-2021,Domestic Aviation,0.394426,1617494400
United States,04-04-2021,International Aviation,0.135363,1617494400
WORLD,04-04-2021,Domestic Aviation,0.822251,1617494400
WORLD,04-04-2021,International Aviation,0.7358,1617494400
Brazil,05-04-2021,Domestic Aviation,0.0151113,1617580800
Brazil,05-04-2021,International Aviation,0.00637358,1617580800
China,05-04-2021,Domestic Aviation,0.211825,1617580800
China,05-04-2021,International Aviation,0.0271939,1617580800
EU27 & UK,05-04-2021,Domestic Aviation,0.0201352,1617580800
EU27 & UK,05-04-2021,International Aviation,0.150109,1617580800
France,05-04-2021,Domestic Aviation,0.0030728,1617580800
France,05-04-2021,International Aviation,0.017938,1617580800
Germany,05-04-2021,Domestic Aviation,0.00106065,1617580800
Germany,05-04-2021,International Aviation,0.0312444,1617580800
India,05-04-2021,Domestic Aviation,0.0167041,1617580800
India,05-04-2021,International Aviation,0.0153139,1617580800
Italy,05-04-2021,Domestic Aviation,0.00270147,1617580800
Italy,05-04-2021,International Aviation,0.00857868,1617580800
Japan,05-04-2021,Domestic Aviation,0.0186091,1617580800
Japan,05-04-2021,International Aviation,0.0188053,1617580800
ROW,05-04-2021,Domestic Aviation,0.148667,1617580800
ROW,05-04-2021,International Aviation,0.29853,1617580800
Russia,05-04-2021,Domestic Aviation,0.0434994,1617580800
Russia,05-04-2021,International Aviation,0.0133329,1617580800
Spain,05-04-2021,Domestic Aviation,0.00912334,1617580800
Spain,05-04-2021,International Aviation,0.0167009,1617580800
United Kingdom,05-04-2021,Domestic Aviation,0.00134466,1617580800
United Kingdom,05-04-2021,International Aviation,0.0204086,1617580800
United States,05-04-2021,Domestic Aviation,0.440227,1617580800
United States,05-04-2021,International Aviation,0.141203,1617580800
WORLD,05-04-2021,Domestic Aviation,0.914778,1617580800
WORLD,05-04-2021,International Aviation,0.670862,1617580800
Brazil,06-04-2021,Domestic Aviation,0.0136738,1617667200
Brazil,06-04-2021,International Aviation,0.00706866,1617667200
China,06-04-2021,Domestic Aviation,0.209202,1617667200
China,06-04-2021,International Aviation,0.0292558,1617667200
EU27 & UK,06-04-2021,Domestic Aviation,0.0202843,1617667200
EU27 & UK,06-04-2021,International Aviation,0.13057,1617667200
France,06-04-2021,Domestic Aviation,0.0029968,1617667200
France,06-04-2021,International Aviation,0.0174118,1617667200
Germany,06-04-2021,Domestic Aviation,0.00162339,1617667200
Germany,06-04-2021,International Aviation,0.0263754,1617667200
India,06-04-2021,Domestic Aviation,0.0157582,1617667200
India,06-04-2021,International Aviation,0.0135883,1617667200
Italy,06-04-2021,Domestic Aviation,0.0028006,1617667200
Italy,06-04-2021,International Aviation,0.00693305,1617667200
Japan,06-04-2021,Domestic Aviation,0.0178107,1617667200
Japan,06-04-2021,International Aviation,0.0201359,1617667200
ROW,06-04-2021,Domestic Aviation,0.147005,1617667200
ROW,06-04-2021,International Aviation,0.299661,1617667200
Russia,06-04-2021,Domestic Aviation,0.0428785,1617667200
Russia,06-04-2021,International Aviation,0.0119103,1617667200
Spain,06-04-2021,Domestic Aviation,0.00857934,1617667200
Spain,06-04-2021,International Aviation,0.0139461,1617667200
United Kingdom,06-04-2021,Domestic Aviation,0.00140685,1617667200
United Kingdom,06-04-2021,International Aviation,0.021344,1617667200
United States,06-04-2021,Domestic Aviation,0.433442,1617667200
United States,06-04-2021,International Aviation,0.127895,1617667200
WORLD,06-04-2021,Domestic Aviation,0.900054,1617667200
WORLD,06-04-2021,International Aviation,0.640085,1617667200
Brazil,07-04-2021,Domestic Aviation,0.0135607,1617753600
Brazil,07-04-2021,International Aviation,0.00663599,1617753600
China,07-04-2021,Domestic Aviation,0.208083,1617753600
China,07-04-2021,International Aviation,0.0339955,1617753600
EU27 & UK,07-04-2021,Domestic Aviation,0.0198381,1617753600
EU27 & UK,07-04-2021,International Aviation,0.145435,1617753600
France,07-04-2021,Domestic Aviation,0.0033597,1617753600
France,07-04-2021,International Aviation,0.0184741,1617753600
Germany,07-04-2021,Domestic Aviation,0.00146189,1617753600
Germany,07-04-2021,International Aviation,0.0307036,1617753600
India,07-04-2021,Domestic Aviation,0.0160415,1617753600
India,07-04-2021,International Aviation,0.0177268,1617753600
Italy,07-04-2021,Domestic Aviation,0.00279034,1617753600
Italy,07-04-2021,International Aviation,0.00798561,1617753600
Japan,07-04-2021,Domestic Aviation,0.0178556,1617753600
Japan,07-04-2021,International Aviation,0.0246359,1617753600
ROW,07-04-2021,Domestic Aviation,0.145533,1617753600
ROW,07-04-2021,International Aviation,0.317842,1617753600
Russia,07-04-2021,Domestic Aviation,0.0426009,1617753600
Russia,07-04-2021,International Aviation,0.0134919,1617753600
Spain,07-04-2021,Domestic Aviation,0.00665647,1617753600
Spain,07-04-2021,International Aviation,0.0145571,1617753600
United Kingdom,07-04-2021,Domestic Aviation,0.00203584,1617753600
United Kingdom,07-04-2021,International Aviation,0.0222534,1617753600
United States,07-04-2021,Domestic Aviation,0.421416,1617753600
United States,07-04-2021,International Aviation,0.130725,1617753600
WORLD,07-04-2021,Domestic Aviation,0.884928,1617753600
WORLD,07-04-2021,International Aviation,0.690488,1617753600
Brazil,08-04-2021,Domestic Aviation,0.013745,1617840000
Brazil,08-04-2021,International Aviation,0.00631978,1617840000
China,08-04-2021,Domestic Aviation,0.204287,1617840000
China,08-04-2021,International Aviation,0.0314554,1617840000
EU27 & UK,08-04-2021,Domestic Aviation,0.0205669,1617840000
EU27 & UK,08-04-2021,International Aviation,0.153648,1617840000
France,08-04-2021,Domestic Aviation,0.00310391,1617840000
France,08-04-2021,International Aviation,0.0199187,1617840000
Germany,08-04-2021,Domestic Aviation,0.00208341,1617840000
Germany,08-04-2021,International Aviation,0.0326697,1617840000
India,08-04-2021,Domestic Aviation,0.015756,1617840000
India,08-04-2021,International Aviation,0.0177952,1617840000
Italy,08-04-2021,Domestic Aviation,0.00241157,1617840000
Italy,08-04-2021,International Aviation,0.0088478,1617840000
Japan,08-04-2021,Domestic Aviation,0.0178476,1617840000
Japan,08-04-2021,International Aviation,0.0239282,1617840000
ROW,08-04-2021,Domestic Aviation,0.146956,1617840000
ROW,08-04-2021,International Aviation,0.335945,1617840000
Russia,08-04-2021,Domestic Aviation,0.0427693,1617840000
Russia,08-04-2021,International Aviation,0.0128164,1617840000
Spain,08-04-2021,Domestic Aviation,0.00729838,1617840000
Spain,08-04-2021,International Aviation,0.0140314,1617840000
United Kingdom,08-04-2021,Domestic Aviation,0.00241349,1617840000
United Kingdom,08-04-2021,International Aviation,0.0243872,1617840000
United States,08-04-2021,Domestic Aviation,0.450326,1617840000
United States,08-04-2021,International Aviation,0.141053,1617840000
WORLD,08-04-2021,Domestic Aviation,0.912254,1617840000
WORLD,08-04-2021,International Aviation,0.722962,1617840000
Brazil,09-04-2021,Domestic Aviation,0.0142271,1617926400
Brazil,09-04-2021,International Aviation,0.00683683,1617926400
China,09-04-2021,Domestic Aviation,0.209523,1617926400
China,09-04-2021,International Aviation,0.0317589,1617926400
EU27 & UK,09-04-2021,Domestic Aviation,0.0243219,1617926400
EU27 & UK,09-04-2021,International Aviation,0.174007,1617926400
France,09-04-2021,Domestic Aviation,0.00409803,1617926400
France,09-04-2021,International Aviation,0.020493,1617926400
Germany,09-04-2021,Domestic Aviation,0.00233407,1617926400
Germany,09-04-2021,International Aviation,0.0364733,1617926400
India,09-04-2021,Domestic Aviation,0.0167387,1617926400
India,09-04-2021,International Aviation,0.0193571,1617926400
Italy,09-04-2021,Domestic Aviation,0.00303237,1617926400
Italy,09-04-2021,International Aviation,0.0107562,1617926400
Japan,09-04-2021,Domestic Aviation,0.0195137,1617926400
Japan,09-04-2021,International Aviation,0.0238984,1617926400
ROW,09-04-2021,Domestic Aviation,0.149586,1617926400
ROW,09-04-2021,International Aviation,0.345476,1617926400
Russia,09-04-2021,Domestic Aviation,0.046303,1617926400
Russia,09-04-2021,International Aviation,0.0144583,1617926400
Spain,09-04-2021,Domestic Aviation,0.00853817,1617926400
Spain,09-04-2021,International Aviation,0.0165554,1617926400
United Kingdom,09-04-2021,Domestic Aviation,0.00241022,1617926400
United Kingdom,09-04-2021,International Aviation,0.0245345,1617926400
United States,09-04-2021,Domestic Aviation,0.460342,1617926400
United States,09-04-2021,International Aviation,0.13832,1617926400
WORLD,09-04-2021,Domestic Aviation,0.940555,1617926400
WORLD,09-04-2021,International Aviation,0.754112,1617926400
Brazil,10-04-2021,Domestic Aviation,0.01259,1618012800
Brazil,10-04-2021,International Aviation,0.00691403,1618012800
China,10-04-2021,Domestic Aviation,0.204972,1618012800
China,10-04-2021,International Aviation,0.031286,1618012800
EU27 & UK,10-04-2021,Domestic Aviation,0.015089,1618012800
EU27 & UK,10-04-2021,International Aviation,0.178644,1618012800
France,10-04-2021,Domestic Aviation,0.00185639,1618012800
France,10-04-2021,International Aviation,0.0216085,1618012800
Germany,10-04-2021,Domestic Aviation,0.00115764,1618012800
Germany,10-04-2021,International Aviation,0.0366821,1618012800
India,10-04-2021,Domestic Aviation,0.0163575,1618012800
India,10-04-2021,International Aviation,0.0169566,1618012800
Italy,10-04-2021,Domestic Aviation,0.00215621,1618012800
Italy,10-04-2021,International Aviation,0.00976237,1618012800
Japan,10-04-2021,Domestic Aviation,0.0194444,1618012800
Japan,10-04-2021,International Aviation,0.0234539,1618012800
ROW,10-04-2021,Domestic Aviation,0.127496,1618012800
ROW,10-04-2021,International Aviation,0.356662,1618012800
Russia,10-04-2021,Domestic Aviation,0.0435622,1618012800
Russia,10-04-2021,International Aviation,0.014729,1618012800
Spain,10-04-2021,Domestic Aviation,0.00669619,1618012800
Spain,10-04-2021,International Aviation,0.0232205,1618012800
United Kingdom,10-04-2021,Domestic Aviation,0.00104104,1618012800
United Kingdom,10-04-2021,International Aviation,0.0241743,1618012800
United States,10-04-2021,Domestic Aviation,0.418362,1618012800
United States,10-04-2021,International Aviation,0.144452,1618012800
WORLD,10-04-2021,Domestic Aviation,0.857873,1618012800
WORLD,10-04-2021,International Aviation,0.773098,1618012800
Brazil,11-04-2021,Domestic Aviation,0.011531,1618099200
Brazil,11-04-2021,International Aviation,0.00732953,1618099200
China,11-04-2021,Domestic Aviation,0.208985,1618099200
China,11-04-2021,International Aviation,0.0330582,1618099200
EU27 & UK,11-04-2021,Domestic Aviation,0.02005,1618099200
EU27 & UK,11-04-2021,International Aviation,0.175082,1618099200
France,11-04-2021,Domestic Aviation,0.00276632,1618099200
France,11-04-2021,International Aviation,0.020759,1618099200
Germany,11-04-2021,Domestic Aviation,0.00152918,1618099200
Germany,11-04-2021,International Aviation,0.0363873,1618099200
India,11-04-2021,Domestic Aviation,0.0157793,1618099200
India,11-04-2021,International Aviation,0.0189608,1618099200
Italy,11-04-2021,Domestic Aviation,0.00305847,1618099200
Italy,11-04-2021,International Aviation,0.0104089,1618099200
Japan,11-04-2021,Domestic Aviation,0.0195667,1618099200
Japan,11-04-2021,International Aviation,0.0248009,1618099200
ROW,11-04-2021,Domestic Aviation,0.137181,1618099200
ROW,11-04-2021,International Aviation,0.354163,1618099200
Russia,11-04-2021,Domestic Aviation,0.0432573,1618099200
Russia,11-04-2021,International Aviation,0.0155892,1618099200
Spain,11-04-2021,Domestic Aviation,0.00769015,1618099200
Spain,11-04-2021,International Aviation,0.0211717,1618099200
United Kingdom,11-04-2021,Domestic Aviation,0.00141552,1618099200
United Kingdom,11-04-2021,International Aviation,0.0221277,1618099200
United States,11-04-2021,Domestic Aviation,0.381512,1618099200
United States,11-04-2021,International Aviation,0.138988,1618099200
WORLD,11-04-2021,Domestic Aviation,0.837862,1618099200
WORLD,11-04-2021,International Aviation,0.767972,1618099200
Brazil,12-04-2021,Domestic Aviation,0.0144842,1618185600
Brazil,12-04-2021,International Aviation,0.00595669,1618185600
China,12-04-2021,Domestic Aviation,0.207593,1618185600
China,12-04-2021,International Aviation,0.0265293,1618185600
EU27 & UK,12-04-2021,Domestic Aviation,0.0210304,1618185600
EU27 & UK,12-04-2021,International Aviation,0.150265,1618185600
France,12-04-2021,Domestic Aviation,0.00310306,1618185600
France,12-04-2021,International Aviation,0.0165891,1618185600
Germany,12-04-2021,Domestic Aviation,0.00189353,1618185600
